0.5235987756,0.7853981634
0.6235987756,0.8853981634
0.7343178367,0.95374969
0.8541244428,0.9912386198
0.9810940181,0.9989197439
1.1132933785,0.9780098522
1.2489798115,0.9299226816
1.3867382861,0.8562959205
1.5255450452,0.7589943777
1.6647442933,0.6401401975
1.8039274561,0.5022691913
1.9426980173,0.3487534886
2.08030403,0.1846165719
2.2152072469,0.0175672383
2.3449688943,-0.1418927603
2.4670755541,-0.28318631
2.5803211943,-0.4000752666
2.6850875804,-0.4917350792
2.7824573432,-0.5601589266
2.8734578966,-0.6077978444
2.9587963097,-0.6366364493
3.0388399626,-0.6480298032
3.1136631664,-0.6427645954
3.1830970887,-0.6211442591
3.2467684863,-0.5830437332
3.3041268178,-0.5279255905
3.3544638292,-0.4548251451
3.3969353612,-0.3623291991
3.4306100945,-0.2486151262
3.4546060184,-0.1117188921
3.4684410365,0.0496099383
3.4727554927,0.2340058299
3.4702333133,0.4349916446
3.4655519644,0.6411349817
3.4633836385,0.8414963969
3.4665460407,1.0304200118
3.476194982,1.2066717333
3.4927235602,1.3708736384
3.5162975778,1.5240809834
3.5470574519,1.6672857147
3.5851730894,1.8012937689
3.6308442203,1.9267204012
3.6842803646,2.0440153371
3.7456725155,2.1534912177
3.8151618331,2.2553492314
3.8928094915,2.3497023391
3.9785724976,2.4365983145
4.0722908903,2.5160446686
4.1736908983,2.5880361259
4.2824056699,2.6525830215
4.3980104765,2.709736587
4.5200646532,2.7596057961
4.6481502922,2.8023612245
4.781899142,2.8382241351
4.9210034223,2.8674423622
5.0652109953,2.8902568688
5.2143084073,2.9068632464
5.3680960481,2.9173712537
5.5263586625,2.9217637109
5.6888327343,2.9198545516
5.8551706783,2.9112451013
6.0249008002,2.8952779856
6.1973820244,2.8709898265
6.3717541164,2.8370677489
6.546888797,2.7918217079
6.7213565623,2.7331954841
6.8934390795,2.6588520209
7.0612332066,2.5663741798
7.2228922199,2.4535975157
7.377001273,2.3190106074
7.5229770326,2.162037153
7.6612934846,1.9829683219
7.7934057547,1.7824721983
7.9214610318,1.5608656508
8.0480254831,1.3173993995
8.1759951116,1.0496255072
8.3087195452,0.7527464175
8.4502186597,0.4190270376
8.6048146193,0.0390019334
8.7727818644,-0.3857354178
8.9358486842,-0.8001486063
9.0700662105,-1.1332353024
9.1838390944,-1.4070683494
9.287183338,-1.6474103205
9.3857437744,-1.8668014106
9.4832780236,-2.0714418558
9.5828681919,-2.2642826177
9.6874820257,-2.4462723474
9.8002062097,-2.6169430909
9.924160807,-2.7748962556
10.0619821786,-2.9185761439
10.2149164803,-3.0474855032
10.3820483671,-3.1634225079
10.5603810533,-3.2708802246
10.7457080455,-3.3763344622
10.9334877005,-3.4870927478
11.1193281534,-3.6103225272
11.2993357392,-3.7522688989
11.4706434237,-3.9175148005
11.6320638252,-4.1084849555
11.7844267739,-4.3257038437
11.9302736656,-4.568990415
